head	relation	tail	time	confidence								
815	77	1816	8736	0.3								
816	11	1601	8736	0.62								
816	18	214	8736	0.62								
816	24	18	8736	0.62								
816	24	125	8736	0.62								
816	7	32	8736	0.3								
816	7	962	8736	0.3								
816	9	18	8736	0.3								
816	9	320	8736	0.3								
816	11	29	8736	0.3								
816	11	31	8736	0.3								
816	11	39	8736	0.3								
816	11	99	8736	0.3								
816	11	266	8736	0.3								
816	11	3515	8736	0.3								
816	14	17	8736	0.3								
816	14	39	8736	0.3								
816	15	266	8736	0.3								
816	18	446	8736	0.3								
816	18	787	8736	0.3								
816	18	815	8736	0.3								
817	11	1026	8736	1								
817	4	544	8736	0.62								
817	9	1890	8736	0.62								
817	11	485	8736	0.62								
817	13	6289	8736	0.62								
817	46	20	8736	0.62								
817	0	1890	8736	0.3								
817	4	1070	8736	0.3								
817	11	693	8736	0.3								
817	11	1074	8736	0.3								
817	13	485	8736	0.3								
817	13	486	8736	0.3								
817	13	2352	8736	0.3								
817	13	5743	8736	0.3								
817	13	6128	8736	0.3								
817	17	3039	8736	0.3								
817	18	55	8736	0.3								
817	18	495	8736	0.3								
817	18	1092	8736	0.3								
817	32	1690	8736	0.3								
817	32	2868	8736	0.3								
817	36	486	8736	0.3								
817	41	1025	8736	0.3								
817	51	6128	8736	0.3								
817	56	119	8736	0.3								
817	70	3702	8736	0.3								
817	89	1070	8736	0.3								
818	11	18	8736	0.62								
818	15	898	8736	0.62								
818	17	143	8736	0.62								
818	10	128	8736	0.3								
818	11	127	8736	0.3								
818	11	143	8736	0.3								
818	15	128	8736	0.3								
818	15	143	8736	0.3								
818	18	133	8736	0.3								
818	18	258	8736	0.3								
818	18	3890	8736	0.3								
818	20	898	8736	0.3								
818	24	790	8736	0.3								
818	25	143	8736	0.3								
818	25	680	8736	0.3								
818	36	128	8736	0.3								
819	11	820	8736	0.62								
819	2	570	8736	0.3								
819	10	183	8736	0.3								
819	11	127	8736	0.3								
819	14	96	8736	0.3								
819	14	753	8736	0.3								
819	14	1028	8736	0.3								
819	14	2487	8736	0.3								
819	15	571	8736	0.3								
819	18	820	8736	0.3								
819	28	5353	8736	0.3								
820	15	570	8736	0.3								
820	18	819	8736	0.3								
820	18	2737	8736	0.3								
820	82	2737	8736	0.3								
822	63	72	8736	1								
822	25	3332	8736	0.95								
822	11	334	8736	0.79								
822	36	334	8736	0.79								
822	11	172	8736	0.71								
822	13	64	8736	0.71								
822	13	1675	8736	0.62								
822	25	334	8736	0.62								
822	36	333	8736	0.62								
822	11	63	8736	0.3								
822	11	72	8736	0.3								
822	11	214	8736	0.3								
822	11	291	8736	0.3								
822	11	2369	8736	0.3								
822	11	3332	8736	0.3								
822	11	5702	8736	0.3								
822	13	69	8736	0.3								
822	13	72	8736	0.3								
822	13	172	8736	0.3								
822	13	687	8736	0.3								
822	15	333	8736	0.3								
822	15	1087	8736	0.3								
822	18	2882	8736	0.3								
822	24	322	8736	0.3								
822	36	63	8736	0.3								
822	36	3719	8736	0.3								
822	82	56	8736	0.3								
822	82	333	8736	0.3								
823	2	18	8736	1								
823	18	26	8736	0.95								
823	24	1137	8736	0.75								
823	18	0	8736	0.71								
823	7	49	8736	0.62								
823	11	18	8736	0.62								
823	18	871	8736	0.62								
823	0	2411	8736	0.3								
823	2	55	8736	0.3								
823	2	959	8736	0.3								
823	9	55	8736	0.3								
823	11	5	8736	0.3								
823	11	60	8736	0.3								
823	11	633	8736	0.3								
823	11	4804	8736	0.3								
823	14	26	8736	0.3								
823	14	365	8736	0.3								
823	14	2040	8736	0.3								
823	15	12	8736	0.3								
823	15	2037	8736	0.3								
823	16	633	8736	0.3								
823	18	177	8736	0.3								
823	18	384	8736	0.3								
823	18	643	8736	0.3								
823	18	1276	8736	0.3								
823	18	3032	8736	0.3								
823	20	132	8736	0.3								
823	20	824	8736	0.3								
823	24	18	8736	0.3								
823	24	365	8736	0.3								
823	24	446	8736	0.3								
823	24	455	8736	0.3								
823	24	3219	8736	0.3								
823	25	633	8736	0.3								
823	25	2687	8736	0.3								
823	28	2770	8736	0.3								
823	36	18	8736	0.3								
823	41	0	8736	0.3								
823	41	871	8736	0.3								
823	41	1282	8736	0.3								
823	41	4804	8736	0.3								
824	14	18	8736	0.62								
824	128	1952	8736	0.62								
824	11	5775	8736	0.3								
824	48	772	8736	0.3								
825	13	269	8736	0.3								
825	36	826	8736	0.3								
826	1	1215	8736	0.3								
826	1	1635	8736	0.3								
826	36	345	8736	0.3								
827	11	320	8736	0.3								
827	11	332	8736	0.3								
827	27	3690	8736	0.3								
828	9	128	8736	0.62								
828	1	128	8736	0.3								
828	29	128	8736	0.3								
828	75	128	8736	0.3								
829	16	822	8736	0.62								
829	16	333	8736	0.3								
830	39	831	8736	1								
830	46	1183	8736	0.62								
830	13	831	8736	0.3								
830	13	1758	8736	0.3								
830	24	1182	8736	0.3								
830	29	831	8736	0.3								
830	32	831	8736	0.3								
830	32	5163	8736	0.3								
830	46	3673	8736	0.3								
830	51	831	8736	0.3								
830	51	2399	8736	0.3								
830	56	1183	8736	0.3								
830	92	36	8736	0.3								
830	92	831	8736	0.3								
831	15	1758	8736	0.62								
831	15	2708	8736	0.62								
831	29	1455	8736	0.62								
831	1	830	8736	0.3								
831	9	830	8736	0.3								
831	9	4028	8736	0.3								
831	15	446	8736	0.3								
831	15	1493	8736	0.3								
831	15	3286	8736	0.3								
831	16	4028	8736	0.3								
831	17	830	8736	0.3								
831	29	830	8736	0.3								
831	30	290	8736	0.3								
831	31	4885	8736	0.3								
831	36	2399	8736	0.3								
831	37	830	8736	0.3								
831	104	830	8736	0.3								
831	162	830	8736	0.3								
832	24	3159	8736	0.62								
832	2	2832	8736	0.3								
832	2	3159	8736	0.3								
832	11	387	8736	0.3								
832	24	387	8736	0.3								
832	28	833	8736	0.3								
834	24	835	8736	0.62								
834	11	658	8736	0.3								
834	15	15	8736	0.3								
834	17	15	8736	0.3								
834	18	302	8736	0.3								
834	18	456	8736	0.3								
835	15	302	8736	0.71								
835	18	3281	8736	0.62								
835	95	15	8736	0.62								
835	7	409	8736	0.3								
835	7	3898	8736	0.3								
835	9	15	8736	0.3								
835	11	658	8736	0.3								
835	11	2297	8736	0.3								
835	12	15	8736	0.3								
835	14	85	8736	0.3								
835	14	106	8736	0.3								
835	15	15	8736	0.3								
835	15	62	8736	0.3								
835	15	286	8736	0.3								
835	18	6203	8736	0.3								
835	20	15	8736	0.3								
835	24	3898	8736	0.3								
835	28	15	8736	0.3								
835	36	390	8736	0.3								
835	56	15	8736	0.3								
835	90	15	8736	0.3								
836	92	15	8736	0.62								
836	13	15	8736	0.3								
836	13	518	8736	0.3								
836	32	15	8736	0.3								
836	92	85	8736	0.3								
836	92	765	8736	0.3								
837	11	838	8736	0.3								
837	18	1240	8736	0.3								
837	24	17	8736	0.3								
837	43	850	8736	0.3								
838	7	177	8736	0.3								
838	7	290	8736	0.3								
838	7	1262	8736	0.3								
838	7	2200	8736	0.3								
838	7	3060	8736	0.3								
838	7	6082	8736	0.3								
838	9	96	8736	0.3								
838	9	544	8736	0.3								
838	9	778	8736	0.3								
838	11	5740	8736	0.3								
838	18	52	8736	0.3								
838	32	1015	8736	0.3								
838	33	12	8736	0.3								
839	17	789	8736	0.3								
839	18	133	8736	0.3								
840	17	15	8736	0.62								
840	17	340	8736	0.62								
840	6	15	8736	0.3								
840	10	438	8736	0.3								
840	15	15	8736	0.3								
840	17	438	8736	0.3								
840	17	449	8736	0.3								
840	20	15	8736	0.3								
840	24	15	8736	0.3								
840	36	449	8736	0.3								
840	38	15	8736	0.3								
840	41	302	8736	0.3								
840	41	2563	8736	0.3								
840	43	15	8736	0.3								
840	103	15	8736	0.3								
841	11	177	8736	0.3								
841	52	177	8736	0.3								
842	18	290	8736	0.3								
843	15	57	8736	0.62								
843	0	1837	8736	0.3								
843	3	57	8736	0.3								
843	4	844	8736	0.3								
843	11	1454	8736	0.3								
843	11	6006	8736	0.3								
843	15	1787	8736	0.3								
843	32	1098	8736	0.3								
843	36	2267	8736	0.3								
844	25	843	8736	0.62								
844	11	2672	8736	0.3								
844	14	129	8736	0.3								
844	15	57	8736	0.3								
844	15	843	8736	0.3								
844	16	57	8736	0.3								
844	17	57	8736	0.3								
844	17	1098	8736	0.3								
844	18	1313	8736	0.3								
844	22	57	8736	0.3								
844	32	773	8736	0.3								
844	36	57	8736	0.3								
844	38	2180	8736	0.3								
844	91	57	8736	0.3								
845	13	329	8736	0.95								
845	70	329	8736	0.62								
845	8	329	8736	0.3								
845	8	877	8736	0.3								
845	8	1332	8736	0.3								
845	8	4479	8736	0.3								
845	11	2150	8736	0.3								
845	13	877	8736	0.3								
845	13	2116	8736	0.3								
845	13	2150	8736	0.3								
845	13	4479	8736	0.3								
845	13	5489	8736	0.3								
847	10	1273	8736	1								
847	18	267	8736	1								
847	11	947	8736	1								
847	18	1576	8736	0.95								
847	0	1438	8736	0.75								
847	24	526	8736	0.75								
847	11	160	8736	0.71								
847	11	267	8736	0.71								
847	24	1438	8736	0.71								
847	24	3452	8736	0.71								
847	24	5745	8736	0.71								
847	6	5386	8736	0.62								
847	11	1438	8736	0.62								
847	15	5386	8736	0.62								
847	24	947	8736	0.62								
847	0	159	8736	0.3								
847	11	526	8736	0.3								
847	11	2251	8736	0.3								
847	15	526	8736	0.3								
847	15	947	8736	0.3								
847	15	1576	8736	0.3								
847	15	2362	8736	0.3								
847	18	159	8736	0.3								
847	18	526	8736	0.3								
847	18	1438	8736	0.3								
847	18	1975	8736	0.3								
847	18	5811	8736	0.3								
847	24	159	8736	0.3								
847	24	1975	8736	0.3								
847	25	267	8736	0.3								
847	32	267	8736	0.3								
848	1	301	8736	0.95								
848	19	143	8736	0.79								
848	67	128	8736	0.79								
848	1	128	8736	0.71								
848	0	143	8736	0.3								
848	1	143	8736	0.3								
848	1	535	8736	0.3								
848	1	680	8736	0.3								
848	27	128	8736	0.3								
848	27	680	8736	0.3								
848	29	128	8736	0.3								
848	120	128	8736	0.3								
849	11	4671	8736	0.95								
849	24	305	8736	0.87								
849	2	6	8736	0.75								
849	28	3	8736	0.75								
849	15	3	8736	0.71								
849	25	3	8736	0.71								
849	33	3	8736	0.71								
849	48	60	8736	0.71								
849	11	331	8736	0.62								
849	18	1290	8736	0.62								
849	20	3	8736	0.62								
849	11	60	8736	0.3								
849	11	1211	8736	0.3								
849	16	3	8736	0.3								
849	18	3	8736	0.3								
849	18	331	8736	0.3								
849	18	4686	8736	0.3								
849	18	6084	8736	0.3								
849	25	60	8736	0.3								
849	32	60	8736	0.3								
849	44	291	8736	0.3								
849	52	3	8736	0.3								
849	56	60	8736	0.3								
849	194	3	8736	0.3								
850	36	320	8736	1								
850	11	4517	8736	1								
850	11	4004	8736	0.87								
850	36	350	8736	0.71								
850	11	29	8736	0.62								
850	11	350	8736	0.62								
850	13	408	8736	0.62								
850	13	4004	8736	0.62								
850	48	2872	8736	0.62								
850	89	4004	8736	0.62								
850	11	445	8736	0.3								
850	13	2626	8736	0.3								
850	13	4011	8736	0.3								
850	18	1637	8736	0.3								
850	89	2626	8736	0.3								
850	136	527	8736	0.3								
851	43	46	8736	1								
851	7	748	8736	1								
851	11	26	8736	0.79								
851	7	527	8736	0.75								
851	4	46	8736	0.71								
851	18	46	8736	0.71								
851	7	0	8736	0.62								
851	7	2808	8736	0.62								
851	12	759	8736	0.62								
851	14	5	8736	0.62								
851	15	759	8736	0.62								
851	18	756	8736	0.62								
851	41	756	8736	0.62								
851	77	882	8736	0.62								
851	0	46	8736	0.3								
851	7	26	8736	0.3								
851	7	46	8736	0.3								
851	7	55	8736	0.3								
851	7	478	8736	0.3								
851	7	543	8736	0.3								
851	7	655	8736	0.3								
851	7	792	8736	0.3								
851	9	46	8736	0.3								
851	9	4748	8736	0.3								
851	10	46	8736	0.3								
851	10	95	8736	0.3								
851	11	748	8736	0.3								
851	13	1570	8736	0.3								
851	14	18	8736	0.3								
851	14	46	8736	0.3								
851	17	1094	8736	0.3								
851	18	49	8736	0.3								
851	18	55	8736	0.3								
851	22	46	8736	0.3								
851	24	234	8736	0.3								
851	25	46	8736	0.3								
851	33	1570	8736	0.3								
851	36	56	8736	0.3								
851	41	85	8736	0.3								
851	51	204	8736	0.3								
851	77	85	8736	0.3								
851	77	756	8736	0.3								
851	77	1398	8736	0.3								
851	125	46	8736	0.3								
852	1	971	8736	0.62								
852	1	2353	8736	0.3								
852	29	262	8736	0.3								
852	104	262	8736	0.3								
853	41	854	8736	0.62								
853	18	449	8736	0.3								
854	9	74	8736	0.3								
854	41	853	8736	0.3								
854	87	15	8736	0.3								
855	51	1838	8736	0.75								
855	39	1838	8736	0.71								
855	11	1838	8736	0.3								
855	11	5065	8736	0.3								
855	13	856	8736	0.3								
855	13	1838	8736	0.3								
855	32	1838	8736	0.3								
858	25	3	8736	0.3								
860	18	305	8736	1								
860	11	320	8736	0.87								
860	15	465	8736	0.79								
860	14	17	8736	0.75								
860	14	39	8736	0.71								
860	18	357	8736	0.71								
860	11	39	8736	0.62								
860	15	99	8736	0.62								
860	18	17	8736	0.62								
860	77	387	8736	0.62								
860	15	3854	8736	0.3								
860	15	6241	8736	0.3								
860	18	495	8736	0.3								
860	18	787	8736	0.3								
860	24	266	8736	0.3								
860	36	99	8736	0.3								
861	11	817	8736	0.79								
861	18	545	8736	0.75								
861	18	1862	8736	0.71								
861	9	1283	8736	0.62								
861	9	3693	8736	0.62								
861	11	399	8736	0.62								
861	15	544	8736	0.62								
861	18	299	8736	0.62								
861	18	1240	8736	0.62								
861	18	3693	8736	0.62								
861	2	122	8736	0.3								
861	9	1402	8736	0.3								
861	18	863	8736	0.3								
861	18	1299	8736	0.3								
861	18	1529	8736	0.3								
861	18	3507	8736	0.3								
861	18	4306	8736	0.3								
861	24	862	8736	0.3								
861	24	889	8736	0.3								
861	41	399	8736	0.3								
861	44	5301	8736	0.3								
861	48	544	8736	0.3								
861	117	455	8736	0.3								
862	11	17	8736	0.79								
862	11	320	8736	0.75								
862	11	387	8736	0.71								
862	9	18	8736	0.62								
862	18	1996	8736	0.62								
862	24	49	8736	0.62								
862	9	17	8736	0.3								
862	9	39	8736	0.3								
862	11	99	8736	0.3								
862	11	314	8736	0.3								
862	11	322	8736	0.3								
862	15	1646	8736	0.3								
862	18	99	8736	0.3								
862	18	138	8736	0.3								
862	18	148	8736	0.3								
862	18	322	8736	0.3								
862	18	1816	8736	0.3								
862	24	320	8736	0.3								
862	24	545	8736	0.3								
862	24	3159	8736	0.3								
862	28	322	8736	0.3								
862	41	26	8736	0.3								
862	41	322	8736	0.3								
862	41	3334	8736	0.3								
863	24	204	8736	1								
863	18	644	8736	1								
863	18	384	8736	1								
863	7	84	8736	1								
863	18	190	8736	1								
863	7	4720	8736	1								
863	14	96	8736	0.71								
863	14	302	8736	0.71								
863	24	1885	8736	0.71								
863	25	1249	8736	0.71								
863	2	1249	8736	0.62								
863	15	1249	8736	0.62								
863	18	49	8736	0.62								
863	18	440	8736	0.62								
863	18	451	8736	0.62								
863	18	861	8736	0.62								
863	41	49	8736	0.62								
863	41	498	8736	0.62								
863	43	49	8736	0.62								
863	0	2120	8736	0.3								
863	7	49	8736	0.3								
863	7	529	8736	0.3								
863	7	777	8736	0.3								
863	7	1226	8736	0.3								
863	7	1311	8736	0.3								
863	7	2853	8736	0.3								
863	9	2262	8736	0.3								
863	10	5	8736	0.3								
863	10	1311	8736	0.3								
863	11	95	8736	0.3								
863	11	527	8736	0.3								
863	11	979	8736	0.3								
863	11	1449	8736	0.3								
863	13	1249	8736	0.3								
863	13	2802	8736	0.3								
863	14	5	8736	0.3								
863	14	18	8736	0.3								
863	14	50	8736	0.3								
863	14	56	8736	0.3								
863	14	979	8736	0.3								
863	16	320	8736	0.3								
863	17	75	8736	0.3								
863	18	5	8736	0.3								
863	18	26	8736	0.3								
863	18	50	8736	0.3								
863	18	52	8736	0.3								
863	18	93	8736	0.3								
863	18	214	8736	0.3								
863	18	362	8736	0.3								
863	18	529	8736	0.3								
863	18	538	8736	0.3								
863	18	1008	8736	0.3								
863	18	1398	8736	0.3								
863	18	3451	8736	0.3								
863	24	214	8736	0.3								
863	24	1449	8736	0.3								
863	28	2846	8736	0.3								
863	33	204	8736	0.3								
863	36	75	8736	0.3								
863	41	52	8736	0.3								
863	41	1449	8736	0.3								
863	70	330	8736	0.3								
863	70	1249	8736	0.3								
864	11	106	8736	0.62								
864	11	448	8736	0.3								
864	32	448	8736	0.3								
865	15	23	8736	0.62								
865	17	866	8736	0.62								
865	4	2451	8736	0.3								
865	15	22	8736	0.3								
865	127	22	8736	0.3								
866	14	12	8736	1								
866	36	775	8736	1								
866	41	2000	8736	0.62								
866	48	775	8736	0.62								
866	11	8	8736	0.3								
866	11	11	8736	0.3								
866	17	775	8736	0.3								
866	36	22	8736	0.3								
867	18	868	8736	0.3								
867	44	975	8736	0.3								
868	18	6982	8736	0.62								
868	18	867	8736	0.3								
868	28	188	8736	0.3								
869	18	870	8736	0.3								
870	18	869	8736	0.3								
871	11	8	8736	1								
871	6	5	8736	1								
871	22	748	8736	1								
871	9	404	8736	0.87								
871	11	26	8736	0.75								
871	15	5	8736	0.75								
871	18	823	8736	0.75								
871	9	57	8736	0.71								
871	9	124	8736	0.71								
871	14	633	8736	0.71								
871	15	2336	8736	0.71								
871	18	55	8736	0.71								
871	18	3886	8736	0.71								
871	24	190	8736	0.71								
871	98	96	8736	0.71								
871	9	5	8736	0.62								
871	9	180	8736	0.62								
871	9	633	8736	0.62								
871	9	1339	8736	0.62								
871	11	12	8736	0.62								
871	11	60	8736	0.62								
871	11	446	8736	0.62								
871	11	1968	8736	0.62								
871	11	3294	8736	0.62								
871	15	18	8736	0.62								
871	17	50	8736	0.62								
871	18	922	8736	0.62								
871	18	1503	8736	0.62								
871	18	4725	8736	0.62								
871	18	6185	8736	0.62								
871	18	6683	8736	0.62								
871	24	60	8736	0.62								
871	43	922	8736	0.62								
871	0	26	8736	0.3								
871	0	4213	8736	0.3								
871	0	5487	8736	0.3								
871	2	2018	8736	0.3								
871	7	2853	8736	0.3								
871	9	12	8736	0.3								
871	9	18	8736	0.3								
871	9	26	8736	0.3								
871	9	290	8736	0.3								
871	9	384	8736	0.3								
871	9	424	8736	0.3								
871	9	823	8736	0.3								
871	9	922	8736	0.3								
871	9	1028	8736	0.3								
871	11	0	8736	0.3								
871	11	5	8736	0.3								
871	11	18	8736	0.3								
871	11	49	8736	0.3								
871	11	180	8736	0.3								
871	11	362	8736	0.3								
871	11	633	8736	0.3								
871	14	180	8736	0.3								
871	14	362	8736	0.3								
871	14	1339	8736	0.3								
871	15	8	8736	0.3								
871	15	26	8736	0.3								
871	15	384	8736	0.3								
871	15	4804	8736	0.3								
871	17	18	8736	0.3								
871	18	26	8736	0.3								
871	18	124	8736	0.3								
871	18	384	8736	0.3								
871	18	541	8736	0.3								
871	18	872	8736	0.3								
871	18	1334	8736	0.3								
871	18	2231	8736	0.3								
871	18	4804	8736	0.3								
871	22	12	8736	0.3								
871	22	18	8736	0.3								
871	22	26	8736	0.3								
871	22	362	8736	0.3								
871	22	644	8736	0.3								
871	22	922	8736	0.3								
871	22	1974	8736	0.3								
871	22	4725	8736	0.3								
871	24	29	8736	0.3								
871	24	177	8736	0.3								
871	24	644	8736	0.3								
871	24	1503	8736	0.3								
871	25	8	8736	0.3								
871	41	0	8736	0.3								
871	41	26	8736	0.3								
871	41	644	8736	0.3								
871	41	823	8736	0.3								
871	41	4804	8736	0.3								
871	43	0	8736	0.3								
871	43	26	8736	0.3								
871	43	384	8736	0.3								
871	43	644	8736	0.3								
871	43	6683	8736	0.3								
871	43	6704	8736	0.3								
871	44	0	8736	0.3								
871	44	26	8736	0.3								
871	44	384	8736	0.3								
871	48	5	8736	0.3								
871	63	633	8736	0.3								
871	72	582	8736	0.3								
871	72	644	8736	0.3								
871	87	180	8736	0.3								
871	101	74	8736	0.3								
872	11	171	8736	0.75								
872	11	336	8736	0.62								
872	18	55	8736	0.62								
872	18	2335	8736	0.62								
872	48	336	8736	0.62								
872	4	96	8736	0.3								
872	7	214	8736	0.3								
872	9	15	8736	0.3								
872	9	96	8736	0.3								
872	9	315	8736	0.3								
872	9	322	8736	0.3								
872	9	3795	8736	0.3								
872	11	9	8736	0.3								
872	11	46	8736	0.3								
872	11	96	8736	0.3								
872	11	769	8736	0.3								
872	11	2072	8736	0.3								
872	14	95	8736	0.3								
872	14	322	8736	0.3								
872	14	414	8736	0.3								
872	14	2335	8736	0.3								
872	15	15	8736	0.3								
872	15	52	8736	0.3								
872	15	336	8736	0.3								
872	15	1614	8736	0.3								
872	17	52	8736	0.3								
872	17	96	8736	0.3								
872	17	336	8736	0.3								
872	17	5351	8736	0.3								
872	18	9	8736	0.3								
872	18	26	8736	0.3								
872	18	52	8736	0.3								
872	18	871	8736	0.3								
872	18	1414	8736	0.3								
872	22	52	8736	0.3								
872	22	4237	8736	0.3								
872	24	4237	8736	0.3								
872	28	52	8736	0.3								
872	41	3127	8736	0.3								
872	44	1104	8736	0.3								
872	94	96	8736	0.3								
873	11	633	8736	0.3								
873	14	264	8736	0.3								
874	13	465	8736	0.3								
874	51	465	8736	0.3								
874	51	1489	8736	0.3								
875	15	2439	8736	1								
875	18	164	8736	0.3								
876	11	2423	8736	0.71								
876	25	67	8736	0.71								
876	11	17	8736	0.62								
876	15	67	8736	0.62								
876	6	174	8736	0.3								
876	6	205	8736	0.3								
876	9	67	8736	0.3								
876	11	32	8736	0.3								
876	11	66	8736	0.3								
876	11	117	8736	0.3								
876	11	174	8736	0.3								
876	11	191	8736	0.3								
876	11	192	8736	0.3								
876	11	205	8736	0.3								
876	11	223	8736	0.3								
876	11	434	8736	0.3								
876	11	3492	8736	0.3								
876	15	1473	8736	0.3								
876	17	3676	8736	0.3								
876	18	174	8736	0.3								
876	18	2672	8736	0.3								
876	36	67	8736	0.3								
876	38	67	8736	0.3								
876	43	67	8736	0.3								
876	55	67	8736	0.3								
876	59	573	8736	0.3								
876	155	67	8736	0.3								
877	25	792	8736	0.79								
877	17	483	8736	0.75								
877	9	46	8736	0.62								
877	14	18	8736	0.62								
877	17	792	8736	0.62								
877	17	1434	8736	0.62								
877	9	8	8736	0.3								
877	9	50	8736	0.3								
877	9	484	8736	0.3								
877	11	12	8736	0.3								
877	11	1464	8736	0.3								
877	14	8	8736	0.3								
877	16	329	8736	0.3								
877	17	12	8736	0.3								
877	17	1097	8736	0.3								
877	17	2875	8736	0.3								
877	18	1464	8736	0.3								
877	25	329	8736	0.3								
877	31	1532	8736	0.3								
877	36	26	8736	0.3								
877	36	1004	8736	0.3								
877	39	1434	8736	0.3								
877	46	2018	8736	0.3								
877	74	329	8736	0.3								
877	94	12	8736	0.3								
877	104	329	8736	0.3								
878	32	1373	8736	0.75								
878	4	1577	8736	0.3								
878	11	5562	8736	0.3								
878	19	879	8736	0.3								
878	19	1577	8736	0.3								
880	18	678	8736	0.75								
880	9	115	8736	0.62								
880	9	778	8736	0.62								
880	11	114	8736	0.62								
880	11	1199	8736	0.62								
880	17	1287	8736	0.62								
880	24	119	8736	0.62								
880	24	372	8736	0.62								
880	9	118	8736	0.3								
880	9	372	8736	0.3								
880	9	585	8736	0.3								
880	9	1793	8736	0.3								
880	9	4245	8736	0.3								
880	11	96	8736	0.3								
880	11	118	8736	0.3								
880	11	487	8736	0.3								
880	11	538	8736	0.3								
880	11	635	8736	0.3								
880	11	678	8736	0.3								
880	11	4699	8736	0.3								
880	14	54	8736	0.3								
880	14	372	8736	0.3								
880	14	981	8736	0.3								
880	15	115	8736	0.3								
880	15	118	8736	0.3								
880	15	1383	8736	0.3								
880	15	6633	8736	0.3								
880	17	52	8736	0.3								
880	17	118	8736	0.3								
880	17	635	8736	0.3								
880	17	937	8736	0.3								
880	17	1270	8736	0.3								
880	18	280	8736	0.3								
880	18	635	8736	0.3								
880	20	115	8736	0.3								
880	25	115	8736	0.3								
880	36	118	8736	0.3								
880	36	937	8736	0.3								
880	36	981	8736	0.3								
881	4	910	8736	0.62								
881	19	910	8736	0.62								
881	27	910	8736	0.62								
881	38	1169	8736	0.62								
881	84	910	8736	0.62								
881	11	2405	8736	0.3								
881	15	672	8736	0.3								
881	39	107	8736	0.3								
881	39	910	8736	0.3								
881	84	1169	8736	0.3								
882	20	49	8736	1								
882	18	753	8736	1								
882	65	84	8736	0.79								
882	17	84	8736	0.75								
882	185	56	8736	0.75								
882	10	46	8736	0.71								
882	25	643	8736	0.71								
882	4	399	8736	0.62								
882	7	1763	8736	0.62								
882	8	1834	8736	0.62								
882	12	643	8736	0.62								
882	13	2729	8736	0.62								
882	13	3377	8736	0.62								
882	14	5	8736	0.62								
882	18	373	8736	0.62								
882	18	1410	8736	0.62								
882	22	753	8736	0.62								
882	24	46	8736	0.62								
882	70	2729	8736	0.62								
882	77	85	8736	0.62								
882	77	851	8736	0.62								
882	89	268	8736	0.62								
882	131	56	8736	0.62								
882	0	85	8736	0.3								
882	5	46	8736	0.3								
882	7	18	8736	0.3								
882	7	29	8736	0.3								
882	7	79	8736	0.3								
882	7	119	8736	0.3								
882	7	290	8736	0.3								
882	7	516	8736	0.3								
882	7	643	8736	0.3								
882	7	792	8736	0.3								
882	7	1008	8736	0.3								
882	7	1034	8736	0.3								
882	7	1348	8736	0.3								
882	7	2734	8736	0.3								
882	7	3420	8736	0.3								
882	7	4431	8736	0.3								
882	7	6339	8736	0.3								
882	9	1311	8736	0.3								
882	10	5	8736	0.3								
882	10	56	8736	0.3								
882	10	95	8736	0.3								
882	10	129	8736	0.3								
882	10	291	8736	0.3								
882	10	753	8736	0.3								
882	10	756	8736	0.3								
882	10	761	8736	0.3								
882	10	995	8736	0.3								
882	10	1107	8736	0.3								
882	10	1172	8736	0.3								
882	10	1410	8736	0.3								
882	11	56	8736	0.3								
882	11	290	8736	0.3								
882	11	1311	8736	0.3								
882	11	1410	8736	0.3								
882	13	518	8736	0.3								
882	13	1386	8736	0.3								
882	14	129	8736	0.3								
882	14	446	8736	0.3								
882	17	56	8736	0.3								
882	17	75	8736	0.3								
882	17	85	8736	0.3								
882	17	89	8736	0.3								
882	18	290	8736	0.3								
882	18	527	8736	0.3								
882	18	1801	8736	0.3								
882	22	56	8736	0.3								
882	24	18	8736	0.3								
882	24	647	8736	0.3								
882	24	761	8736	0.3								
882	24	850	8736	0.3								
882	24	926	8736	0.3								
882	24	1410	8736	0.3								
882	24	2240	8736	0.3								
882	25	207	8736	0.3								
882	25	290	8736	0.3								
882	36	46	8736	0.3								
882	36	56	8736	0.3								
882	36	643	8736	0.3								
882	36	2801	8736	0.3								
882	36	2901	8736	0.3								
882	39	1635	8736	0.3								
882	39	2640	8736	0.3								
882	40	56	8736	0.3								
882	43	60	8736	0.3								
882	43	85	8736	0.3								
882	46	5695	8736	0.3								
882	51	56	8736	0.3								
882	56	1834	8736	0.3								
882	56	2801	8736	0.3								
882	56	6575	8736	0.3								
882	77	756	8736	0.3								
882	80	56	8736	0.3								
882	80	290	8736	0.3								
882	89	1070	8736	0.3								
882	91	85	8736	0.3								
882	107	56	8736	0.3								
882	141	1292	8736	0.3								
882	141	1350	8736	0.3								
883	18	221	8736	0.3								
884	18	242	8736	0.62								
884	18	2868	8736	0.62								
884	108	1359	8736	0.62								
884	11	60	8736	0.3								
884	13	15	8736	0.3								
884	13	518	8736	0.3								
884	13	3141	8736	0.3								
884	14	46	8736	0.3								
884	18	19	8736	0.3								
884	18	777	8736	0.3								
884	32	4890	8736	0.3								
884	38	8	8736	0.3								
884	39	15	8736	0.3								
884	41	1400	8736	0.3								
884	57	8	8736	0.3								
884	57	11	8736	0.3								
884	104	3141	8736	0.3								
884	112	11	8736	0.3								
884	113	11	8736	0.3								
